SK_ID_CURR,TARGET
100001,0.40774168072627454
100005,0.5761220342671898
100013,0.443154746443301
100028,0.31438036500065514
100038,0.5168264418201443
100042,0.3879621744217447
100057,0.478318990558656
100065,0.5211869267534363
100066,0.4875506926863406
100067,0.4750676886880386
100074,0.28263469124510154
100090,0.568455846369901
100091,0.6266933414074429
100092,0.3349716282069462
100106,0.49110215411956576
100107,0.5350080319393179
100109,0.44132497668455356
100117,0.4253480375642622
100128,0.5622409052944836
100141,0.512570500874175
100150,0.46647987708121896
100168,0.31958618117159543
100169,0.2226714098885615
100170,0.6403956998764722
100171,0.5321275161841436
100172,0.5531198396498833
100184,0.4861782281702661
100187,0.3513182549670308
100212,0.343362073875648
100222,0.4390448606299699
100223,0.4800281847247615
100232,0.49623789809611085
100241,0.699019240407501
100245,0.40805704987008373
100253,0.3461019642205489
100256,0.6479537476328655
100271,0.24894008361613335
100278,0.672867137779567
100280,0.4902902923314932
100306,0.6338839297037021
100311,0.5647537624507896
100312,0.3907158635767103
100330,0.6170561697376742
100331,0.5496749916878106
100352,0.34462733128975903
100358,0.6245416423730609
100367,0.4519955363353731
100382,0.6427816557137658
100384,0.552796540763579
100385,0.5304881963042458
100386,0.573509134208136
100399,0.25459049519566807
100404,0.5556598492925614
100416,0.4073617064870032
100422,0.5570935052562016
100426,0.3626817701951981
100438,0.4860384809761525
100444,0.6380189818824207
100445,0.5401679497719633
100446,0.5495749052477372
100447,0.4810842734691156
100450,0.3810288583642857
100466,0.2769036514536068
100483,0.3637571215254018
100484,0.28560275869668733
100494,0.4230230045787581
100510,0.47613836741647275
100512,0.3742275048619808
100517,0.3845790901422231
100548,0.3810733127822601
100551,0.4973483118708334
100552,0.5359170047101836
100553,0.3783183805407421
100561,0.4504857378537247
100568,0.662823479779962
100569,0.4319599271254952
100591,0.5604633762466974
100592,0.45187976308286215
100602,0.4626610819553503
100607,0.404284830584423
100613,0.43061513379407884
100617,0.5243406216106393
100618,0.5785965279185539
100622,0.5951023688370558
100625,0.5432159968767413
100677,0.47743152591680976
100699,0.516104472170093
100702,0.7027664118669715
100711,0.3848215266994846
100729,0.4462349461920854
100740,0.6767661574792185
100744,0.672976279444961
100745,0.45035858214975993
100747,0.6288519885343147
100751,0.4491750537036295
100752,0.4199662427406128
100753,0.6877443887587478
100754,0.4009859869642705
100760,0.40111320555981494
100762,0.41151362929158564
100763,0.5870349041875178
100765,0.475142804773588
100770,0.4189585735309103
100772,0.44628035240927655
100777,0.5193314635749713
100791,0.4520451398683803
100792,0.38908962942301817
100797,0.5165675773713146
100823,0.5162465568752548
100826,0.4553854948755959
100830,0.41010883444910595
100836,0.6077183318497769
100872,0.4740192468808409
100910,0.4742749521859795
100913,0.3133824032988873
100918,0.5825356718425605
100931,0.34278690289548736
100952,0.41503903960314553
100953,0.4009355886935662
100965,0.5086200052325486
100970,0.4551529153651232
100982,0.6753114313956834
100983,0.5181456898139128
100984,0.5205110376191407
100987,0.5193671688050666
100997,0.5484947979356998
100998,0.7153025929411078
101002,0.44437421078664713
101005,0.5498797023785418
101008,0.6009394064974862
101020,0.5354919498336356
101021,0.653170771330921
101024,0.5708371043791909
101025,0.6830459879529762
101026,0.34985990714040344
101031,0.35954255563306314
101041,0.34493872621285104
101051,0.35875804589927396
101055,0.5389621870525018
101056,0.6381666675857289
101057,0.5027037994356574
101064,0.3784312339286095
101079,0.3965953081789227
101087,0.47665926416285476
101090,0.5280563981023116
101092,0.612670400572402
101097,0.6059903816225505
101099,0.25035777624911126
101107,0.6321905382873563
101118,0.6730476805293176
101125,0.4973227062624555
101126,0.3493733248392791
101128,0.5130775807246178
101136,0.6830009213166383
101140,0.5147588750661544
101149,0.5342416770777602
101160,0.41550486670248726
101169,0.5377831343206082
101181,0.6250096157758671
101186,0.4389147669658523
101190,0.6810182553942806
101193,0.6177313112304446
101194,0.5934172128831434
101198,0.5024664429655954
101200,0.3089256129540217
101204,0.5772374432255437
101211,0.5772179774747703
101213,0.4734403760452194
101223,0.5731449541133646
101225,0.6907474508079443
101237,0.7317792643939193
101243,0.5039421388667279
101244,0.6162755680975639
