SK_ID_CURR,TARGET
100001,0.44912139045128274
100005,0.5802751249450323
100013,0.40576386758381844
100028,0.5802747159510899
100038,0.5249781519644079
100042,0.4240679068407845
100057,0.40576309298774554
100065,0.5946371383907656
100066,0.3414275271619811
100067,0.44439242547966107
100074,0.4226731290935624
100090,0.5403230807035457
100091,0.6343705245918876
100092,0.5365878121591537
100106,0.5083639611887727
100107,0.5923595681391773
100109,0.593496948252498
100117,0.3801065845745638
100128,0.49847778001952137
100141,0.5194024303433247
100150,0.5851014168645361
100168,0.40939020744422344
100169,0.30152386550871246
100170,0.4926656933423555
100171,0.5365863779061848
100172,0.6343691528895523
100184,0.38365318441096774
100187,0.382145107507222
100212,0.5929907948709696
100222,0.5365854519957188
100223,0.3874327986463178
100232,0.43761194841264156
100241,0.6617204807360826
100245,0.5327757192719881
100253,0.48481298020138575
100256,0.5934943589046899
100271,0.3801039352640043
100278,0.5802702703576466
100280,0.4485253660884057
100306,0.7036321342986471
100311,0.5802696835383387
100312,0.399616049598702
100330,0.5365834912433111
100331,0.5030444186825187
100352,0.42406237896910937
100358,0.5802688477649933
100367,0.524972161764832
100382,0.39456728878374786
100384,0.42521619856420784
100385,0.5762430369079891
100386,0.46331373084064714
100399,0.3874297489788854
100404,0.3869561819744968
100416,0.3308430375796423
100422,0.5688721548422542
100426,0.5365817483513322
100438,0.4321181855305999
100444,0.41133291792931503
100445,0.7036300179715416
100446,0.34320523538786235
100447,0.3015429620265959
100450,0.4226664301911295
100466,0.5752575171194425
100483,0.3985491916453377
100484,0.432117361376247
100494,0.5057144659851307
100510,0.5912587201237066
100512,0.4800074437296754
100517,0.5119095328079543
100548,0.352483610366347
100551,0.42266463075675836
100552,0.5365794608042536
100553,0.531092193035864
100561,0.5365792974079748
100568,0.5688695404891574
100569,0.39854768652737427
100591,0.4727028230097209
100592,0.38364614051488016
100602,0.6082841581734546
100607,0.48483424137539727
100613,0.4911287075729175
100617,0.39854684646236804
100618,0.5249675917293196
100622,0.7036273230675304
100625,0.5611071449956465
100677,0.5291161429861594
100699,0.4057517909802119
100702,0.5850916331451561
100711,0.45837363391672475
100729,0.5688666575336894
100740,0.5518793165636108
100744,0.5683769116620222
100745,0.5802619659541992
100747,0.4929590944845165
100751,0.5688662635891013
100752,0.41222742390246864
100753,0.6746400748698775
100754,0.536575793463661
100760,0.5633789315924405
100762,0.5688660666167747
100763,0.4878746848681433
100765,0.5249649152523964
100770,0.5767719251706213
